CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,TenureByAge
630,2,1,23,4,137964.51,1,0,1,174570.55,0,0.17391304347826086
681,0,1,37,7,69609.85,1,1,1,72127.83,0,0.1891891891891892
727,0,1,28,2,110997.76,1,1,0,101433.76,0,0.07142857142857142
480,1,0,39,5,121626.9,1,1,1,82438.13,0,0.1282051282051282
575,1,0,43,3,0.0,1,1,0,83594.51,0,0.06976744186046512
585,0,1,43,2,0.0,2,1,0,89402.54,0,0.046511627906976744
567,2,1,49,5,134956.02,1,1,0,93953.84,1,0.10204081632653061
505,0,0,34,10,104498.79,1,0,1,126451.14,0,0.29411764705882354
739,2,0,32,3,102128.27,1,1,0,63981.37,1,0.09375
621,0,0,40,10,163823.37,1,0,0,89519.47,0,0.25
603,2,1,55,7,127723.25,2,1,0,139469.11,1,0.12727272727272726
731,0,0,37,8,0.0,2,1,1,170338.35,0,0.21621621621621623
829,2,1,37,3,103457.76,1,0,0,1114.12,0,0.08108108108108109
728,0,0,37,3,122689.51,2,0,0,106977.53,1,0.08108108108108109
784,1,0,35,3,0.0,2,0,0,81483.64,0,0.08571428571428572
592,1,0,31,7,110071.1,1,0,0,43921.36,0,0.22580645161290322
644,0,0,33,9,141234.98,1,1,0,95673.05,0,0.2727272727272727
603,1,0,57,6,105000.85,2,1,1,87412.24,1,0.10526315789473684
494,2,1,38,7,174937.64,1,1,0,40084.32,0,0.18421052631578946
704,1,0,48,8,167997.6,1,1,1,173498.45,0,0.16666666666666666
850,0,1,28,9,0.0,2,1,0,185821.41,0,0.32142857142857145
850,0,1,30,3,0.0,2,1,0,116692.8,0,0.1
529,1,0,31,6,0.0,1,1,0,10625.91,0,0.1935483870967742
698,1,1,40,0,92053.44,1,1,1,143681.83,0,0.0
715,0,1,35,3,0.0,1,1,1,152012.36,0,0.08571428571428572
479,2,0,35,4,138718.92,1,1,1,47251.79,1,0.11428571428571428
778,2,1,35,1,151958.19,3,1,1,131238.37,1,0.02857142857142857
809,1,0,80,8,0.0,2,0,1,34164.05,0,0.1
646,2,0,39,0,154439.86,1,1,0,171519.06,0,0.0
636,0,1,20,10,124266.86,1,0,0,100566.81,0,0.5
662,1,1,42,6,105021.28,1,1,0,48242.38,0,0.14285714285714285
614,1,1,41,7,146997.64,2,0,0,137791.18,0,0.17073170731707318
709,0,1,32,2,87814.89,1,1,0,138578.37,0,0.0625
591,0,0,29,6,0.0,2,1,1,108684.65,0,0.20689655172413793
516,0,1,43,2,112773.73,2,1,1,139366.58,0,0.046511627906976744
586,1,1,57,3,0.0,2,0,1,6057.81,0,0.05263157894736842
661,0,1,37,5,136425.18,1,1,0,81102.81,0,0.13513513513513514
661,2,0,44,1,141136.62,1,1,0,189742.78,1,0.022727272727272728
698,1,1,31,8,185078.26,1,0,0,115337.74,1,0.25806451612903225
623,0,1,39,1,160903.2,1,0,0,78774.36,0,0.02564102564102564
522,2,0,25,1,111432.13,1,1,1,168683.57,0,0.04
673,0,0,37,2,0.0,1,1,1,13624.02,0,0.05405405405405406
639,2,0,27,3,150795.81,1,0,1,85208.93,0,0.1111111111111111
624,1,0,51,5,174397.21,2,1,1,172372.63,0,0.09803921568627451
706,0,0,30,3,98415.37,1,1,1,110520.48,0,0.1
684,0,0,30,2,0.0,2,1,0,83473.82,0,0.06666666666666667
756,2,0,41,2,124439.49,2,0,1,47093.11,0,0.04878048780487805
711,0,0,38,3,0.0,2,1,0,68487.51,0,0.07894736842105263
713,1,1,48,1,163760.82,1,0,0,157381.14,1,0.020833333333333332
510,0,0,44,6,0.0,2,1,1,175518.31,0,0.13636363636363635
750,0,0,43,6,113882.31,1,1,1,74564.41,0,0.13953488372093023
564,0,0,31,4,0.0,2,1,0,53520.03,0,0.12903225806451613
791,0,1,33,3,0.0,1,1,1,144413.92,1,0.09090909090909091
726,1,1,56,8,123110.9,3,0,1,130113.78,1,0.14285714285714285
599,0,1,41,1,0.0,2,1,0,96069.82,0,0.024390243902439025
660,2,0,26,4,115021.76,1,0,1,162443.05,0,0.15384615384615385
651,1,1,46,4,89743.05,1,1,0,156425.57,1,0.08695652173913043
777,0,1,58,4,0.0,1,1,1,62449.07,1,0.06896551724137931
637,2,1,39,3,109698.41,1,1,1,88391.29,1,0.07692307692307693
585,0,0,40,7,0.0,2,0,0,146156.98,0,0.175
699,1,0,31,6,114493.68,1,0,0,138396.32,0,0.1935483870967742
664,0,0,46,2,0.0,1,1,1,177423.02,1,0.043478260869565216
674,0,0,46,2,174701.05,1,1,0,90189.72,1,0.043478260869565216
558,0,0,32,5,73494.21,1,0,0,136301.1,0,0.15625
756,2,1,39,5,149363.12,2,1,1,109098.39,0,0.1282051282051282
457,0,1,38,7,164496.99,1,1,1,163327.27,0,0.18421052631578946
554,1,1,45,4,0.0,2,1,1,193412.05,0,0.08888888888888889
650,0,1,39,4,0.0,2,0,0,186275.7,0,0.10256410256410256
663,0,0,39,4,0.0,1,1,0,76884.05,0,0.10256410256410256
456,0,1,33,1,188285.68,1,0,0,58363.94,0,0.030303030303030304
660,2,0,28,2,170890.05,2,1,0,41758.9,0,0.07142857142857142
577,2,1,31,4,61211.18,1,1,1,145250.43,0,0.12903225806451613
601,0,1,34,5,0.0,2,1,0,27022.57,0,0.14705882352941177
651,1,0,38,2,0.0,3,1,0,67029.82,1,0.05263157894736842
786,1,0,40,6,0.0,2,0,0,41248.8,0,0.15
850,1,0,31,6,82613.56,2,1,0,149170.92,0,0.1935483870967742
582,1,0,25,9,148042.97,2,1,0,52341.15,0,0.36
556,0,1,39,9,89588.35,1,1,1,94898.1,0,0.23076923076923078
500,1,1,47,8,128486.11,1,1,0,179227.12,0,0.1702127659574468
522,2,1,25,5,94049.92,2,1,0,103269.0,0,0.2
792,2,1,50,4,146710.76,1,1,0,16528.4,1,0.08
711,1,0,37,2,0.0,2,1,0,83978.86,1,0.05405405405405406
697,1,0,30,1,0.0,2,0,0,735.79,0,0.03333333333333333
692,0,0,28,5,61581.97,1,1,1,70179.91,0,0.17857142857142858
584,1,0,32,5,0.0,2,1,0,10956.82,0,0.15625
454,1,1,48,5,144837.79,1,1,1,93151.77,0,0.10416666666666667
572,2,1,19,1,138657.08,1,1,1,16161.82,0,0.05263157894736842
612,1,0,39,5,170288.38,1,1,1,59601.15,0,0.1282051282051282
627,0,0,43,8,71240.3,1,0,1,127734.16,0,0.18604651162790697
705,0,0,25,0,97544.29,1,0,1,59887.15,0,0.0
685,1,1,43,6,117302.62,1,0,0,68701.73,0,0.13953488372093023
565,0,0,55,4,118803.35,2,1,1,128124.7,1,0.07272727272727272
503,0,0,38,1,0.0,2,1,1,95153.24,0,0.02631578947368421
652,0,1,31,3,103696.97,3,0,0,155221.05,1,0.0967741935483871
548,0,1,28,8,116755.5,2,1,1,158585.17,1,0.2857142857142857
591,0,1,56,9,128882.49,1,1,1,196241.94,1,0.16071428571428573
754,0,1,27,7,0.0,2,1,0,144134.64,0,0.25925925925925924
701,2,1,48,1,92072.68,1,1,1,133992.36,0,0.020833333333333332
766,2,1,45,6,97652.96,1,1,0,127332.33,0,0.13333333333333333
686,0,1,47,5,113328.93,1,1,0,124170.9,0,0.10638297872340426
434,1,0,55,6,0.0,1,0,1,73562.05,1,0.10909090909090909
664,0,0,24,7,0.0,1,0,1,35611.35,0,0.2916666666666667
631,0,1,22,3,0.0,2,0,0,30781.77,0,0.13636363636363635
739,2,0,54,8,126418.14,1,1,0,134420.75,1,0.14814814814814814
554,2,1,51,7,105701.91,1,0,1,179797.79,1,0.13725490196078433
731,1,1,40,5,171325.98,1,1,1,159718.27,1,0.125
787,0,0,32,4,0.0,2,1,1,13238.93,0,0.125
636,2,0,34,2,40105.51,2,0,1,53512.16,0,0.058823529411764705
623,0,0,40,5,118788.57,1,1,0,192867.4,0,0.125
577,0,1,46,1,0.0,1,1,1,158750.53,0,0.021739130434782608
523,0,0,61,8,66250.71,1,1,1,21859.06,0,0.13114754098360656
581,1,1,29,8,0.0,2,1,0,46735.19,0,0.27586206896551724
607,2,1,39,8,105103.33,1,1,0,104721.5,1,0.20512820512820512
738,0,0,39,5,0.0,2,1,1,114388.98,0,0.1282051282051282
732,0,1,34,8,122338.43,2,1,0,187985.85,0,0.23529411764705882
494,0,1,35,9,112727.06,2,1,0,183752.91,0,0.2571428571428571
850,1,0,54,7,108185.81,2,0,0,24093.4,1,0.12962962962962962
605,0,1,30,9,135422.31,1,0,1,186418.85,0,0.3
583,0,0,40,9,112701.04,1,0,0,29213.63,0,0.225
761,2,1,38,1,120530.13,2,1,0,109394.62,0,0.02631578947368421
798,0,0,36,1,0.0,2,1,1,159044.1,0,0.027777777777777776
376,0,1,46,6,0.0,1,1,0,157333.69,1,0.13043478260869565
764,0,1,24,0,0.0,2,1,0,88724.49,0,0.0
708,1,1,32,8,187487.63,1,1,1,120115.5,0,0.25
710,2,0,58,7,170113.0,2,0,1,10494.64,0,0.1206896551724138
450,1,0,25,9,74237.2,2,0,1,195463.35,0,0.36
850,0,0,36,3,0.0,2,1,0,195033.07,0,0.08333333333333333
562,1,0,36,5,0.0,1,0,1,182843.24,0,0.1388888888888889
621,0,0,26,2,75237.54,1,0,1,44220.4,0,0.07692307692307693
701,0,0,37,8,130091.5,1,1,1,120031.29,0,0.21621621621621623
606,2,0,39,8,136000.45,2,1,0,31708.53,0,0.20512820512820512
637,0,1,21,10,125712.2,1,0,0,175072.47,0,0.47619047619047616
745,0,1,40,6,131184.67,1,1,1,49815.62,0,0.15
656,2,1,46,7,141535.52,1,1,0,50595.15,1,0.15217391304347827
598,1,0,39,1,0.0,2,1,0,159130.32,0,0.02564102564102564
455,2,1,37,6,170057.62,1,0,1,54398.56,0,0.16216216216216217
579,0,0,38,8,0.0,2,0,0,91763.67,0,0.21052631578947367
741,1,0,43,0,0.0,2,1,1,2920.63,1,0.0
585,2,0,37,6,152496.82,1,1,1,99907.29,0,0.16216216216216217
697,0,1,25,4,165686.11,2,1,0,15467.98,0,0.16
647,2,1,51,1,119741.77,2,0,0,54954.51,1,0.0196078431372549
658,1,0,35,9,71829.34,1,1,1,68141.92,0,0.2571428571428571
608,2,0,34,3,106288.54,1,1,1,36639.25,0,0.08823529411764706
410,0,1,35,7,117183.74,1,1,1,109733.73,0,0.2
690,1,1,26,2,0.0,2,1,1,93255.85,0,0.07692307692307693
701,0,0,37,8,107798.85,1,1,0,16966.73,0,0.21621621621621623
694,0,1,29,5,99713.87,1,0,0,112317.89,0,0.1724137931034483
668,1,0,34,0,0.0,1,0,0,99984.86,0,0.0
633,0,0,37,2,0.0,2,1,0,182258.17,0,0.05405405405405406
468,1,0,26,1,131643.25,1,1,0,64436.16,0,0.038461538461538464
614,0,0,51,4,40685.92,1,1,1,46775.28,0,0.0784313725490196
646,1,1,50,5,142644.64,2,1,1,142208.5,1,0.1
655,2,0,37,9,121342.24,1,1,1,180241.44,0,0.24324324324324326
672,2,0,68,0,126061.51,2,1,1,184936.77,0,0.0
751,1,1,34,8,127095.14,2,0,0,479.54,0,0.23529411764705882
569,0,0,36,1,67087.69,1,1,0,154775.7,0,0.027777777777777776
586,2,0,37,8,167735.69,2,0,1,104665.79,0,0.21621621621621623
593,1,0,35,4,161637.75,1,1,1,20008.46,0,0.11428571428571428
525,1,0,36,3,77910.23,1,1,0,67238.01,0,0.08333333333333333
639,0,0,27,8,0.0,2,1,0,192247.35,0,0.2962962962962963
704,0,0,31,5,132084.66,3,1,1,54474.48,1,0.16129032258064516
610,0,1,27,2,0.0,2,1,0,14546.76,0,0.07407407407407407
775,0,1,27,4,152309.37,1,1,0,104112.0,0,0.14814814814814814
743,0,0,30,7,77599.23,1,0,0,144407.1,0,0.23333333333333334
589,0,1,46,10,107238.85,2,1,0,37024.28,0,0.21739130434782608
545,0,0,30,3,0.0,2,1,0,170307.43,0,0.1
367,1,0,42,6,93608.28,1,1,0,168816.73,1,0.14285714285714285
794,0,1,41,7,176845.41,3,1,0,166526.26,1,0.17073170731707318
639,1,1,39,1,141789.15,1,1,0,92455.96,0,0.02564102564102564
733,2,0,39,5,91538.51,1,1,1,93783.0,0,0.1282051282051282
738,0,1,26,3,0.0,2,1,0,67484.16,0,0.11538461538461539
637,0,1,36,9,166939.88,1,1,1,72504.76,0,0.25
672,0,0,31,6,91125.75,1,1,0,177295.92,0,0.1935483870967742
637,0,0,32,5,0.0,1,0,0,148769.08,0,0.15625
521,0,0,30,2,107316.09,1,1,0,64299.82,0,0.06666666666666667
730,1,0,26,6,0.0,2,1,1,185808.7,0,0.23076923076923078
736,2,0,57,9,95295.39,1,1,0,28434.44,1,0.15789473684210525
705,1,1,47,3,63488.7,1,0,1,28640.92,1,0.06382978723404255
850,1,1,45,4,114347.85,2,1,1,109089.04,0,0.08888888888888889
535,1,1,50,1,140292.58,3,0,0,69531.22,1,0.02
546,0,1,27,8,0.0,2,1,1,14858.1,0,0.2962962962962963
535,0,0,30,6,103804.97,1,1,1,125710.53,0,0.2
850,1,1,43,2,125510.82,1,1,1,79084.1,0,0.046511627906976744
628,2,0,29,3,113146.98,2,0,1,124749.08,0,0.10344827586206896
797,1,0,59,4,129321.44,1,1,1,93624.55,0,0.06779661016949153
672,0,0,34,6,0.0,1,0,0,22736.06,0,0.17647058823529413
657,0,1,39,4,80293.81,1,1,0,97192.76,0,0.10256410256410256
602,0,0,59,7,0.0,2,1,1,162347.05,0,0.11864406779661017
768,0,0,29,2,95984.69,2,1,1,73686.75,0,0.06896551724137931
611,2,1,49,9,115488.52,2,1,1,138656.81,1,0.1836734693877551
585,1,0,45,0,0.0,2,0,0,189683.7,0,0.0
671,2,1,44,0,84745.03,2,0,1,34673.98,0,0.0
614,0,1,38,4,72594.0,1,1,1,76042.48,0,0.10526315789473684
762,1,1,69,9,183744.98,1,1,1,196993.69,0,0.13043478260869565
632,1,0,31,3,136556.44,1,1,0,82152.83,1,0.0967741935483871
681,2,1,44,4,91115.76,2,0,0,24208.84,1,0.09090909090909091
618,0,1,46,6,150213.71,1,1,0,120668.46,1,0.13043478260869565
415,0,0,32,5,145807.59,1,1,1,3064.65,0,0.15625
568,1,1,32,7,169399.6,1,1,0,61936.22,0,0.21875
660,2,0,39,9,134599.33,2,1,0,183095.87,0,0.23076923076923078
651,2,0,34,2,90355.12,2,0,0,193597.94,0,0.058823529411764705
593,2,1,39,8,151391.68,1,1,0,27274.6,1,0.20512820512820512
555,0,1,26,7,0.0,2,1,0,93122.41,0,0.2692307692307692
488,0,1,36,0,0.0,2,1,0,136675.22,0,0.0
753,0,1,39,7,155062.8,1,1,1,16460.77,0,0.1794871794871795
573,0,0,35,9,0.0,2,1,0,11743.89,0,0.2571428571428571
467,1,0,39,5,0.0,2,1,1,7415.96,0,0.1282051282051282
446,2,0,25,3,136202.78,1,1,0,176743.51,0,0.12
652,1,1,38,1,103895.31,1,0,1,159649.44,0,0.02631578947368421
712,2,1,49,5,154776.42,2,0,0,196257.68,0,0.10204081632653061
785,1,1,61,4,129855.72,2,1,0,170214.82,1,0.06557377049180328
664,0,0,57,1,0.0,2,1,1,56562.57,0,0.017543859649122806
670,1,0,67,6,158719.57,1,1,1,118607.4,0,0.08955223880597014
645,2,0,47,9,152076.93,1,1,0,121840.2,1,0.19148936170212766
537,1,0,42,1,190569.23,1,0,1,127154.8,0,0.023809523809523808
552,0,0,42,9,133701.07,2,1,0,101069.71,1,0.21428571428571427
564,2,0,33,3,109341.87,1,1,0,75632.78,0,0.09090909090909091
762,2,1,34,8,98592.88,1,0,1,191790.29,1,0.23529411764705882
717,2,1,33,10,102185.42,2,1,0,23231.93,0,0.30303030303030304
689,1,1,28,3,0.0,2,1,1,192449.02,0,0.10714285714285714
641,0,1,52,4,0.0,1,1,0,90964.54,1,0.07692307692307693
698,0,0,29,5,95167.55,1,1,1,152723.23,0,0.1724137931034483
797,0,0,32,10,114084.6,1,0,1,125782.29,0,0.3125
701,0,0,23,3,0.0,2,1,0,38960.59,0,0.13043478260869565
850,2,1,26,8,123126.29,1,1,0,74425.41,0,0.3076923076923077
421,0,0,34,2,0.0,2,1,1,96615.23,0,0.058823529411764705
696,0,0,33,2,163139.27,1,1,1,7035.36,0,0.06060606060606061
760,1,0,38,3,91241.85,1,0,1,80682.35,0,0.07894736842105263
624,0,1,71,4,170252.05,3,1,1,73679.59,1,0.056338028169014086
627,1,1,55,6,0.0,1,0,0,91943.94,1,0.10909090909090909
491,1,1,61,8,0.0,2,0,1,139861.53,0,0.13114754098360656
616,0,0,31,1,0.0,2,1,1,54706.75,0,0.03225806451612903
466,0,1,30,3,0.0,1,1,0,193984.6,0,0.1
687,0,1,35,3,99587.43,1,1,1,1713.1,1,0.08571428571428572
619,1,1,44,6,52831.13,1,1,1,112649.22,1,0.13636363636363635
850,1,0,37,4,88141.1,1,1,0,109659.12,0,0.10810810810810811
811,1,0,44,3,0.0,2,0,1,78439.73,0,0.06818181818181818
634,1,0,34,1,0.0,2,1,0,61995.57,0,0.029411764705882353
684,1,1,38,3,134168.5,3,1,0,3966.5,1,0.07894736842105263
661,2,1,32,1,145980.23,1,0,1,56636.28,0,0.03125
708,0,1,44,2,161887.81,2,1,0,84870.23,0,0.045454545454545456
777,2,1,46,0,107362.8,1,1,0,487.3,0,0.0
709,0,0,26,6,156551.63,1,0,1,4410.77,0,0.23076923076923078
682,1,1,54,0,83102.72,2,1,1,54132.93,0,0.0
850,2,1,32,0,116968.91,1,0,0,175094.62,0,0.0
631,0,0,26,1,149144.61,1,0,1,123697.95,0,0.038461538461538464
750,2,0,42,8,151836.36,2,1,0,68695.38,0,0.19047619047619047
604,0,0,30,5,0.0,2,1,0,75786.55,0,0.16666666666666666
727,0,1,31,2,52192.08,2,0,1,160383.47,0,0.06451612903225806
580,2,0,39,3,119688.81,1,1,0,137041.26,0,0.07692307692307693
710,0,0,43,9,128284.45,1,1,0,32996.89,1,0.20930232558139536
468,0,1,42,5,0.0,2,1,0,125305.34,0,0.11904761904761904
584,2,1,30,8,112013.81,1,1,0,177772.03,1,0.26666666666666666
726,0,1,38,5,126875.62,1,1,0,128052.29,0,0.13157894736842105
577,0,1,34,2,0.0,2,1,1,84033.35,0,0.058823529411764705
522,1,0,34,9,126436.29,1,1,0,174248.52,1,0.2647058823529412
681,1,1,37,6,121231.39,1,1,1,146366.08,0,0.16216216216216217
746,0,0,58,3,0.0,3,1,1,80344.96,1,0.05172413793103448
602,0,0,34,5,0.0,2,1,1,77414.45,0,0.14705882352941177
715,0,0,21,8,0.0,2,1,0,68666.63,0,0.38095238095238093
840,2,1,51,1,87779.83,1,0,1,36687.11,1,0.0196078431372549
654,0,0,37,6,83568.55,1,1,0,47046.72,0,0.16216216216216217
481,1,0,39,1,111233.09,1,1,1,123995.15,0,0.02564102564102564
566,2,1,40,2,97001.36,2,1,0,154486.01,0,0.05
788,1,0,34,6,156478.62,1,0,1,181196.76,0,0.17647058823529413
600,1,0,37,8,177657.35,1,1,1,77142.32,0,0.21621621621621623
578,1,0,40,6,63609.92,1,0,0,74965.61,1,0.15
722,0,0,37,2,0.0,1,0,0,120906.83,0,0.05405405405405406
620,0,0,37,0,107548.94,1,1,0,71175.94,0,0.0
670,0,0,68,4,0.0,2,1,1,11426.7,0,0.058823529411764705
665,0,0,35,8,110934.54,1,1,0,169287.99,0,0.22857142857142856
474,0,0,33,5,0.0,2,1,0,181945.52,1,0.15151515151515152
666,0,1,31,2,79589.43,1,0,0,4050.57,0,0.06451612903225806
623,1,0,41,2,142412.13,1,1,0,28778.98,0,0.04878048780487805
714,2,0,33,3,35016.6,1,1,0,53667.08,0,0.09090909090909091
566,2,0,22,7,144954.75,2,1,0,102246.0,0,0.3181818181818182
678,0,1,55,5,0.0,1,0,1,196794.11,1,0.09090909090909091
829,0,1,22,7,150126.44,1,1,0,152107.93,1,0.3181818181818182
749,0,0,24,1,0.0,3,1,1,47911.03,0,0.041666666666666664
659,2,0,39,8,52106.33,2,1,1,107964.36,0,0.20512820512820512
646,2,0,48,8,169023.33,2,1,1,175657.55,0,0.16666666666666666
613,2,0,69,9,78778.49,1,0,1,8751.59,0,0.13043478260869565
488,2,1,28,7,139246.22,2,1,0,106799.49,0,0.25
610,1,0,42,6,0.0,2,1,0,158302.59,1,0.14285714285714285
679,0,1,33,1,0.0,2,0,0,69608.48,0,0.030303030303030304
373,0,0,42,7,0.0,1,1,0,77786.37,1,0.16666666666666666
782,0,0,39,8,0.0,2,1,1,33949.67,0,0.20512820512820512
850,2,0,61,3,141784.02,1,1,1,92053.75,0,0.04918032786885246
807,0,0,33,10,101952.97,2,1,0,178153.65,0,0.30303030303030304
693,2,1,43,1,121927.92,1,1,0,87994.95,1,0.023255813953488372
592,1,0,38,3,0.0,1,1,1,12905.89,1,0.07894736842105263
738,0,0,29,2,0.0,2,1,1,170421.13,0,0.06896551724137931
680,2,0,32,7,175454.0,1,0,1,77349.92,0,0.21875
749,0,1,33,1,74385.98,1,1,0,20164.47,0,0.030303030303030304
650,2,1,46,9,149003.76,2,1,0,176902.83,0,0.1956521739130435
774,2,0,42,2,132193.94,2,1,1,162865.52,0,0.047619047619047616
546,2,1,52,1,106074.89,1,1,1,23548.45,1,0.019230769230769232
516,1,1,31,7,0.0,1,1,0,47018.75,0,0.22580645161290322
687,0,0,48,4,0.0,2,1,1,170893.85,0,0.08333333333333333
479,2,0,24,6,107637.97,2,0,1,169505.83,0,0.25
610,0,1,57,7,72092.95,4,0,1,113228.82,1,0.12280701754385964
622,1,1,41,9,0.0,2,1,1,155786.39,0,0.21951219512195122
757,2,0,26,8,121581.56,2,1,1,127059.04,0,0.3076923076923077
621,1,1,59,2,0.0,2,1,1,171364.18,0,0.03389830508474576
742,0,0,31,4,105239.1,1,1,1,19700.24,0,0.12903225806451613
689,0,0,39,7,0.0,2,0,0,14917.09,0,0.1794871794871795
663,0,0,33,5,157274.36,2,1,1,28531.81,0,0.15151515151515152
634,0,0,37,5,115345.86,2,0,0,168781.8,0,0.13513513513513514
558,0,1,45,1,153697.53,2,0,0,89891.4,1,0.022222222222222223
790,1,0,37,8,0.0,2,1,1,149418.41,0,0.21621621621621623
775,2,0,25,10,60205.2,2,1,0,14073.11,0,0.4
748,0,0,33,1,142645.43,1,0,0,69132.66,0,0.030303030303030304
558,2,0,26,1,148853.29,2,1,1,24411.02,0,0.038461538461538464
723,0,1,40,7,142856.95,2,0,0,38019.74,0,0.175
485,1,1,30,7,0.0,1,1,0,107067.37,0,0.23333333333333334
577,0,0,42,9,0.0,1,1,0,74077.91,0,0.21428571428571427
576,0,0,32,7,0.0,2,1,0,4660.91,0,0.21875
570,0,1,46,3,0.0,2,0,0,820.46,0,0.06521739130434782
503,1,0,37,6,0.0,2,0,0,136506.86,0,0.16216216216216217
608,0,1,47,6,0.0,1,1,1,126012.57,0,0.1276595744680851
562,0,0,45,6,136855.24,1,1,0,46864.0,0,0.13333333333333333
498,2,0,45,7,109200.74,2,0,1,165990.44,0,0.15555555555555556
644,1,0,28,0,0.0,2,1,0,119419.37,0,0.0
710,1,0,62,3,131078.42,2,1,0,119348.76,1,0.04838709677419355
720,0,0,71,5,183135.39,2,1,1,197688.5,0,0.07042253521126761
730,1,0,62,5,112181.08,1,0,1,61513.87,0,0.08064516129032258
491,0,1,68,3,107571.61,1,0,1,113695.99,0,0.04411764705882353
579,0,1,26,10,162482.76,1,1,1,18458.2,0,0.38461538461538464
555,1,1,24,2,0.0,2,0,1,197866.55,0,0.08333333333333333
794,0,1,62,9,123681.32,3,1,0,173586.63,1,0.14516129032258066
624,2,0,54,3,116726.22,1,1,0,110498.1,1,0.05555555555555555
717,0,1,22,5,112465.06,1,1,1,92977.75,0,0.22727272727272727
501,2,0,38,9,88977.39,2,0,1,133403.07,0,0.23684210526315788
591,0,0,35,7,183027.25,1,1,1,56028.79,0,0.2
678,2,0,49,2,116933.11,1,1,0,195053.58,1,0.04081632653061224
611,0,0,38,4,71018.6,2,1,0,2444.29,0,0.10526315789473684
654,1,1,32,2,0.0,1,1,1,51972.92,1,0.0625
696,2,1,27,2,96129.32,2,1,1,5983.7,0,0.07407407407407407
844,1,0,56,5,99529.7,1,0,1,157230.06,1,0.08928571428571429
589,0,0,37,7,85146.48,2,1,0,86490.09,1,0.1891891891891892
717,2,1,35,5,103214.71,1,1,0,172172.7,0,0.14285714285714285
688,0,1,32,6,123157.95,1,1,0,172531.23,0,0.1875
696,1,0,24,9,0.0,1,0,0,10883.52,0,0.375
687,1,1,63,1,137715.66,1,1,1,37938.74,0,0.015873015873015872
640,1,0,39,3,0.0,1,1,1,105997.25,0,0.07692307692307693
762,2,0,46,6,123571.77,3,0,1,57014.17,1,0.13043478260869565
763,2,1,61,1,66101.89,1,1,1,143981.27,0,0.01639344262295082
461,0,0,51,9,119889.84,1,0,0,56767.67,1,0.17647058823529413
669,1,1,33,8,0.0,2,0,1,128538.05,0,0.24242424242424243
663,0,1,27,9,0.0,2,1,0,150850.29,0,0.3333333333333333
665,0,1,55,8,136354.16,1,1,1,93769.89,0,0.14545454545454545
748,0,0,44,2,92911.52,1,0,1,85495.24,0,0.045454545454545456
627,1,0,44,6,0.0,1,1,1,114469.55,0,0.13636363636363635
645,2,0,41,2,93925.3,1,1,0,123982.14,1,0.04878048780487805
850,1,0,49,8,0.0,1,0,0,25867.67,1,0.16326530612244897
619,2,1,31,2,56116.3,2,0,0,2181.94,0,0.06451612903225806
626,0,1,37,2,133968.96,2,1,0,148689.65,0,0.05405405405405406
679,0,0,29,3,0.0,2,1,1,63687.06,0,0.10344827586206896
769,2,0,27,7,188614.07,1,1,0,171344.09,0,0.25925925925925924
762,1,0,35,9,122929.42,2,0,0,149822.04,0,0.2571428571428571
680,1,1,30,3,0.0,1,1,0,160131.58,0,0.1
583,0,0,38,8,0.0,1,1,0,47848.56,0,0.21052631578947367
641,0,1,40,7,0.0,1,1,0,126996.67,0,0.175
598,0,1,32,4,111156.52,1,1,1,167376.26,0,0.125
638,2,1,39,0,122501.28,2,1,1,95007.8,0,0.0
820,0,1,29,3,82344.84,1,0,1,115985.38,0,0.10344827586206896
782,0,0,32,9,0.0,1,1,1,87566.97,0,0.28125
684,2,0,59,9,122471.09,1,0,1,15807.07,0,0.15254237288135594
640,0,1,42,5,176099.13,1,1,1,8404.73,0,0.11904761904761904
807,2,0,37,10,130110.45,2,0,1,172097.95,0,0.2702702702702703
786,1,0,29,7,80895.44,2,1,0,64945.57,0,0.2413793103448276
692,2,0,49,6,110540.43,2,0,1,107472.99,0,0.12244897959183673
793,0,1,41,3,141806.46,1,1,0,102921.17,0,0.07317073170731707
608,2,1,48,2,127924.25,2,1,0,32202.61,0,0.041666666666666664
727,1,0,38,2,62276.99,1,1,1,59280.79,0,0.05263157894736842
817,2,0,58,3,114327.59,2,1,1,42831.11,0,0.05172413793103448
788,1,0,36,10,109632.85,1,1,1,16149.13,0,0.2777777777777778
617,0,1,35,5,0.0,2,0,1,13066.3,0,0.14285714285714285
590,1,1,44,3,139432.37,1,1,0,62222.81,0,0.06818181818181818
609,1,1,43,6,86053.52,2,1,1,113276.46,1,0.13953488372093023
684,1,1,39,4,139723.9,1,1,1,120612.11,0,0.10256410256410256
806,2,0,31,10,138653.51,1,1,0,190803.37,0,0.3225806451612903
606,0,0,36,1,155655.46,1,1,1,192387.51,1,0.027777777777777776
594,0,1,31,9,0.0,1,0,1,5719.11,0,0.2903225806451613
507,1,1,29,6,0.0,2,0,1,94780.9,0,0.20689655172413793
649,0,0,37,9,87374.88,2,1,1,247.36,0,0.24324324324324326
720,1,0,64,3,45752.78,2,1,0,79623.28,1,0.046875
825,1,1,32,1,0.0,2,1,1,42935.15,0,0.03125
572,0,1,38,7,0.0,2,1,1,133122.62,0,0.18421052631578946
