Balance,Geography
0.0,Spain
91292.7,Spain
93716.72,Germany
111723.08,France
110765.68,Germany
173459.45,Germany
169649.73,Spain
0.0,Spain
116917.07,Germany
0.0,France
0.0,France
0.0,France
130627.66,Germany
56580.95,Spain
142316.14,Germany
0.0,Spain
152759.0,France
109733.2,Germany
117444.51,France
76001.57,Spain
107747.57,France
0.0,Spain
134997.49,France
0.0,France
0.0,France
0.0,Spain
64345.21,Spain
141665.63,Germany
0.0,Spain
136624.6,Germany
161209.66,France
95010.92,Spain
167545.32,France
109044.6,Germany
122031.55,France
27755.97,Spain
118560.55,France
0.0,France
0.0,France
97840.72,Spain
158651.29,Germany
175303.06,France
96950.21,Spain
123859.6,France
0.0,France
0.0,France
85227.84,France
97786.08,France
128135.99,Germany
0.0,Spain
85996.19,Spain
0.0,Spain
104502.11,Germany
95772.97,Spain
98108.79,Spain
131607.28,Germany
63127.41,Spain
0.0,Spain
0.0,France
140355.56,Germany
0.0,Spain
0.0,France
107418.27,Germany
0.0,France
0.0,Spain
167557.12,Spain
117300.02,Spain
0.0,France
143672.9,France
0.0,France
0.0,France
76798.92,Germany
0.0,France
115309.75,Spain
178171.04,France
0.0,Spain
0.0,Spain
127258.79,Germany
0.0,Spain
0.0,France
0.0,Spain
0.0,Spain
0.0,Spain
107569.96,Spain
134874.4,Germany
0.0,France
0.0,France
0.0,Spain
0.0,Spain
70105.87,Spain
0.0,France
78939.15,Germany
105128.85,Germany
113836.27,Spain
0.0,Spain
100900.5,Germany
129248.11,Germany
109118.05,France
0.0,France
0.0,France
126397.66,France
108546.16,France
148061.89,France
122277.87,France
0.0,France
0.0,France
152899.24,Germany
134388.11,Germany
109740.62,Spain
92366.72,Germany
129109.02,France
0.0,Spain
105102.5,Germany
111375.32,Germany
0.0,France
150412.14,Germany
156660.72,France
90957.81,France
104960.46,France
117052.82,Germany
88915.85,Spain
148071.39,France
152182.83,Germany
0.0,Spain
130056.23,France
95039.73,Germany
0.0,France
0.0,Spain
112773.73,France
123806.28,France
144453.75,France
94667.29,Germany
0.0,France
174397.21,Spain
108888.24,Germany
118803.35,France
171137.62,France
0.0,France
136678.52,France
135515.76,Spain
177799.83,Spain
143542.36,Spain
147487.23,Germany
97764.41,France
0.0,France
139480.18,Germany
0.0,Spain
140553.46,Spain
0.0,France
141162.08,France
65848.36,Spain
83319.28,Spain
0.0,France
129731.64,France
0.0,France
0.0,Spain
0.0,Spain
107106.33,Germany
0.0,France
0.0,France
105303.73,Spain
165798.1,France
0.0,Spain
126495.57,Spain
116393.59,Spain
81733.74,Germany
0.0,France
106171.68,Spain
96020.86,Spain
0.0,Spain
181671.16,Germany
185709.28,France
134250.17,Germany
0.0,France
95671.75,France
0.0,France
142151.75,France
127823.93,France
144164.29,Germany
63492.94,France
0.0,France
0.0,France
106134.46,France
127269.75,Germany
124493.03,Germany
0.0,France
146547.78,Germany
99610.92,France
117837.43,Germany
168522.37,Spain
117337.54,France
108131.53,France
136496.12,Germany
116324.53,France
75470.23,Germany
172646.82,France
0.0,Spain
160358.68,Germany
98415.37,France
57809.32,Germany
128743.8,Germany
130806.42,Germany
123971.16,France
0.0,Spain
0.0,France
0.0,Spain
0.0,France
0.0,France
156297.58,France
0.0,Spain
123372.3,France
92171.35,Germany
0.0,Spain
148375.19,Germany
0.0,France
147422.44,Spain
173962.32,Spain
0.0,France
145215.43,Germany
167539.97,France
94968.97,France
106116.5,Germany
0.0,France
0.0,France
0.0,France
120018.86,Germany
112541.54,France
166118.45,France
102882.4,France
0.0,France
106881.5,France
120727.97,Germany
169832.57,France
0.0,France
113599.42,Germany
0.0,Spain
0.0,France
0.0,France
0.0,Spain
146282.79,Spain
119413.62,Germany
122084.63,Germany
103060.63,Germany
0.0,France
0.0,France
110483.86,Germany
120718.28,France
36566.96,Spain
108601.0,Germany
0.0,France
0.0,Spain
0.0,France
0.0,Spain
141136.62,Germany
108231.37,Germany
0.0,France
144855.34,Spain
68432.45,France
136855.24,France
44020.89,France
133060.63,Germany
0.0,Spain
0.0,France
97665.61,France
185013.02,Germany
0.0,Spain
65971.61,France
150463.11,Germany
0.0,France
0.0,Spain
136425.18,France
250898.09,Spain
146798.81,France
0.0,Spain
128486.91,Germany
0.0,France
143407.29,Spain
0.0,France
76165.65,France
0.0,France
0.0,Spain
90560.3,Germany
62391.22,France
0.0,France
0.0,France
123378.2,Germany
99836.47,Spain
161434.36,Germany
0.0,Spain
138311.76,Germany
0.0,France
0.0,Spain
101744.84,Germany
0.0,Spain
125456.07,Germany
0.0,France
0.0,France
0.0,France
0.0,France
118449.21,Germany
0.0,France
178095.55,Spain
109175.14,Germany
127785.17,France
0.0,France
0.0,France
134260.36,Germany
69143.91,France
100054.77,France
0.0,France
116248.88,France
86053.52,Spain
123157.95,France
63438.91,France
95295.39,Germany
133550.67,France
106871.81,France
105266.32,Spain
105229.53,France
102768.42,France
0.0,France
112689.95,France
122334.26,France
0.0,Spain
137847.41,Spain
122486.47,France
101286.11,France
0.0,Spain
101247.06,Spain
86977.96,France
0.0,France
110123.59,France
178111.82,France
126306.64,Germany
100768.77,France
0.0,France
0.0,France
118991.79,France
140997.26,France
0.0,France
166824.59,Germany
76322.69,France
0.0,France
149083.7,Spain
0.0,France
0.0,France
126588.81,France
143249.67,Germany
81844.91,Germany
0.0,France
190298.89,Germany
117212.18,Germany
0.0,France
139848.17,France
101861.36,Germany
167455.66,Spain
0.0,France
116360.07,Spain
88466.82,Spain
0.0,France
123642.36,Germany
0.0,Spain
72286.84,France
0.0,France
109681.61,Spain
145018.64,Germany
0.0,Spain
187487.63,Spain
165692.91,France
137648.41,Germany
118560.0,Spain
164385.53,France
108286.5,France
0.0,France
0.0,Spain
118079.47,Germany
127283.78,Spain
0.0,Spain
141389.06,France
130091.5,France
143744.77,France
97408.03,Spain
111927.45,Spain
0.0,France
0.0,Spain
0.0,France
188285.68,France
109705.52,France
0.0,Spain
127122.79,Germany
98241.04,France
170840.08,Germany
87541.06,Germany
62610.96,France
0.0,France
113328.93,France
104832.49,Spain
102289.85,Spain
125227.82,Germany
140510.89,Germany
132253.22,Germany
39043.29,Germany
0.0,France
99685.06,Spain
125385.49,Germany
131365.37,Spain
98308.51,Spain
0.0,France
140856.16,Spain
0.0,France
172274.01,France
0.0,Spain
122447.76,Spain
0.0,France
157559.59,Spain
126550.7,Germany
158584.82,France
163569.61,France
0.0,France
127211.45,Germany
118199.97,Germany
101014.08,Germany
119208.85,Spain
0.0,France
53772.73,France
0.0,Spain
138878.81,Germany
130922.81,Spain
0.0,France
0.0,Spain
130866.19,Spain
187257.94,Germany
0.0,Spain
147733.64,France
0.0,Spain
163139.27,France
0.0,Spain
119540.15,France
129553.76,France
0.0,France
66101.89,Germany
140431.98,France
0.0,France
0.0,France
0.0,France
116471.43,Germany
0.0,France
123785.24,France
0.0,France
88758.95,France
153611.83,Germany
112044.72,Germany
123826.07,Spain
106804.26,France
0.0,France
68892.77,France
0.0,France
125827.43,France
0.0,Spain
0.0,France
148495.64,Germany
133043.66,France
74989.58,France
60263.23,Germany
129370.91,Germany
157955.83,Germany
0.0,France
70729.17,France
0.0,France
0.0,Spain
90721.52,Spain
0.0,France
57784.22,Spain
131765.72,France
0.0,France
110022.74,Germany
131569.63,France
164523.5,Germany
114330.95,Germany
135923.16,Spain
0.0,France
0.0,France
124693.48,Spain
147936.42,Spain
0.0,France
126558.92,France
106938.11,Germany
140002.35,Germany
123444.72,Germany
147107.91,France
128514.84,France
0.0,France
106756.01,Germany
0.0,Spain
0.0,France
155393.32,Germany
110414.48,France
0.0,Spain
157098.52,Germany
85626.6,Germany
93796.42,Germany
0.0,Spain
125268.03,France
148143.84,France
115545.33,Spain
0.0,Spain
44928.88,France
0.0,Spain
162442.35,France
0.0,Spain
96213.82,Germany
156569.43,France
0.0,Spain
0.0,Spain
110463.25,Germany
154575.76,France
0.0,Spain
0.0,France
147037.32,Germany
119276.31,Germany
108664.85,France
0.0,Spain
163034.82,Germany
93059.34,Germany
179581.31,Spain
113625.93,Germany
119961.48,Germany
129209.48,France
137227.04,Germany
119024.75,Germany
74623.5,France
157929.45,Spain
92606.86,France
127862.93,Germany
0.0,Spain
142711.81,Germany
0.0,France
163159.85,France
108586.86,Germany
110624.99,Germany
154846.24,Germany
122917.71,Germany
0.0,France
82787.93,France
102500.34,Germany
0.0,France
159492.79,Germany
0.0,Spain
118241.02,Spain
113090.4,France
65763.57,France
125537.38,Germany
94263.91,France
133434.57,Spain
0.0,Spain
0.0,Spain
94748.76,France
98640.74,France
74681.9,France
0.0,France
179915.85,Spain
128207.23,France
132739.26,France
0.0,France
120509.81,France
124547.13,France
0.0,Spain
88815.56,Germany
82231.51,Spain
184715.86,Germany
0.0,France
0.0,Spain
147972.19,Germany
0.0,France
170008.84,France
0.0,France
0.0,Spain
95386.82,Spain
90373.28,Germany
133467.77,Germany
0.0,Spain
96288.26,France
91547.84,France
138292.64,Germany
0.0,France
71667.74,Spain
118994.84,Germany
0.0,Spain
145610.07,Germany
138162.81,France
135020.21,Germany
0.0,France
135161.67,Germany
0.0,France
94486.47,France
117640.39,France
111379.55,Spain
0.0,France
136820.99,Spain
98752.51,France
158266.42,Germany
105599.67,France
0.0,France
0.0,France
139723.9,Spain
141806.46,France
132571.67,Germany
180516.9,France
0.0,France
92805.72,Germany
0.0,France
135309.36,Germany
128917.84,Spain
56580.93,France
131390.75,Germany
0.0,Spain
0.0,France
97361.66,Germany
0.0,France
0.0,Spain
0.0,Spain
0.0,France
0.0,France
102714.65,Germany
67816.72,France
81710.46,France
75237.54,France
124023.18,Germany
100727.5,Germany
107238.85,France
0.0,France
139994.66,France
126224.87,Spain
145751.03,Germany
0.0,France
121166.89,Spain
0.0,Spain
0.0,Spain
70655.48,France
129901.21,Germany
125470.81,France
169406.33,France
0.0,France
107041.3,Germany
95153.77,Spain
145166.09,Germany
0.0,France
65962.63,France
140418.81,Germany
139799.63,Spain
171787.84,Germany
149238.97,France
163146.46,Germany
0.0,France
0.0,France
61482.47,Germany
145150.28,France
126670.37,France
84390.8,France
89728.86,Germany
0.0,France
118628.8,Spain
0.0,France
96863.13,France
142263.45,France
0.0,Spain
0.0,France
0.0,Spain
122724.37,France
174902.26,Germany
0.0,Spain
108914.17,Germany
98052.66,Spain
123873.19,France
111920.13,Germany
0.0,France
0.0,France
0.0,France
75150.34,France
0.0,France
114753.76,Germany
0.0,France
111871.93,France
0.0,Spain
135927.06,Germany
0.0,Spain
0.0,France
57037.74,France
0.0,France
79468.96,France
121063.85,Germany
118537.47,France
0.0,France
105082.07,Germany
0.0,France
0.0,France
104702.65,Germany
95813.76,France
167026.61,Spain
102453.26,Germany
148045.45,Germany
0.0,France
0.0,France
0.0,Spain
104498.79,France
0.0,Spain
0.0,France
149542.52,France
87946.39,France
68639.57,France
148826.32,Germany
0.0,France
108166.09,France
103214.71,Germany
134760.21,Germany
0.0,France
90124.64,France
0.0,Spain
87361.02,Germany
111257.59,Germany
131583.59,France
95020.8,Germany
0.0,Spain
80242.37,Germany
0.0,France
0.0,France
122661.39,Spain
0.0,France
0.0,France
0.0,France
0.0,France
81742.84,Spain
0.0,Spain
145127.85,Spain
148912.44,France
0.0,Spain
89900.24,France
119027.28,Germany
105222.86,Germany
0.0,Spain
116114.93,Spain
187911.55,France
0.0,France
144432.04,France
77065.9,France
180520.29,Germany
0.0,France
130024.87,Germany
110086.69,Germany
174853.46,Spain
108724.98,France
91285.13,France
0.0,Spain
110610.41,Germany
102994.04,Germany
59893.85,Spain
149318.55,Germany
116409.55,France
127760.07,Germany
132591.36,Germany
0.0,France
113402.14,France
0.0,France
0.0,France
0.0,France
136953.47,France
0.0,France
0.0,France
123863.64,France
120811.89,Spain
148430.55,Germany
47869.69,Germany
150926.99,Germany
103163.35,Germany
130206.28,France
136674.51,France
200322.45,Spain
0.0,Spain
80927.56,Spain
0.0,France
0.0,Spain
142574.71,Germany
160426.07,Germany
116160.23,France
98683.47,Spain
118829.03,France
118870.92,France
0.0,France
0.0,France
107192.38,France
108010.78,France
0.0,Spain
129837.72,France
106458.31,Germany
97009.15,France
122929.42,Spain
152296.83,Germany
0.0,France
0.0,Spain
128993.76,France
0.0,France
185267.45,Germany
0.0,France
116805.82,Spain
129750.68,Germany
129177.01,Germany
82506.72,Germany
107247.69,Germany
0.0,Spain
157780.93,Germany
172170.36,France
0.0,Spain
0.0,France
75361.44,Spain
0.0,France
0.0,Spain
98263.46,France
0.0,France
109308.79,Germany
0.0,Spain
164365.44,Germany
98800.0,Spain
193125.85,France
51522.75,France
84284.48,France
0.0,Spain
119889.84,France
137910.45,France
0.0,France
100116.82,France
166082.15,Germany
0.0,France
0.0,Spain
148595.55,France
94078.97,Germany
0.0,Spain
0.0,France
164948.98,Germany
140549.4,France
152509.25,France
191864.51,France
96418.09,France
131945.94,Spain
0.0,France
142910.15,Germany
0.0,France
146311.58,France
87894.26,France
97445.49,France
0.0,France
0.0,Spain
154485.74,France
115625.07,France
108396.67,France
65095.41,Germany
103018.45,Germany
84764.79,France
0.0,France
115680.81,Spain
0.0,France
73088.06,Germany
150905.03,Germany
143054.85,Spain
0.0,Spain
0.0,France
99948.45,Germany
115451.05,France
108235.91,Germany
0.0,France
98795.61,Spain
0.0,France
0.0,France
0.0,France
113146.98,Germany
162532.14,Germany
92053.44,Spain
0.0,France
0.0,France
104944.1,Germany
0.0,France
0.0,France
107879.04,France
110356.42,Germany
0.0,France
109783.69,Spain
149777.0,France
104339.56,France
85818.18,Spain
212692.97,France
89696.84,Germany
0.0,France
68067.24,Germany
148564.66,Spain
136354.16,France
122214.0,France
0.0,France
119684.88,Germany
135139.33,France
146100.75,Germany
123110.9,Spain
111760.4,Germany
110728.39,France
121558.46,France
120623.21,Germany
114713.57,France
103457.76,Germany
101134.87,Germany
78136.36,Germany
0.0,France
133446.34,Spain
0.0,France
108076.33,Germany
131354.25,France
62974.64,Germany
143340.44,Germany
116993.43,Germany
58662.92,France
128808.65,Spain
137555.44,France
142393.11,Germany
0.0,France
125785.23,France
136444.25,France
121527.4,Spain
144696.75,Germany
0.0,France
0.0,France
128140.17,Germany
120383.41,France
0.0,France
129735.3,France
185078.26,Spain
0.0,France
0.0,France
0.0,Spain
144591.96,France
0.0,France
0.0,France
0.0,France
100194.44,Germany
145295.31,Germany
106070.29,Germany
120621.89,Germany
0.0,France
0.0,France
0.0,France
171283.91,Germany
0.0,France
128218.47,Germany
0.0,France
77776.39,Germany
124978.19,Germany
0.0,France
0.0,France
109799.55,Spain
0.0,France
125397.21,Germany
0.0,Spain
111347.37,Germany
104291.41,Spain
94867.18,Germany
0.0,France
135703.59,France
106453.53,Germany
132412.38,France
124401.6,Germany
118022.06,France
82531.11,Germany
184552.12,Spain
127278.31,Germany
0.0,Spain
0.0,France
184244.86,Germany
59669.43,France
79543.59,France
151553.19,France
166527.88,Germany
150329.15,Germany
121911.59,France
156773.78,France
127864.26,Spain
113709.28,France
79974.55,Germany
0.0,France
0.0,France
0.0,Spain
144427.96,France
99263.09,France
79368.87,France
0.0,France
0.0,Spain
0.0,France
125095.94,France
162485.8,Germany
95668.82,Germany
0.0,France
0.0,Spain
0.0,France
74197.38,France
89688.94,France
103121.33,Spain
0.0,Spain
120170.07,Germany
149136.31,France
141136.79,France
152341.55,France
120026.98,France
132168.28,Spain
85200.82,Germany
84903.33,Spain
0.0,France
0.0,France
0.0,Spain
121535.18,France
116662.96,Spain
0.0,France
124829.16,Germany
155180.56,Spain
108262.87,Germany
0.0,Spain
0.0,France
0.0,Spain
99812.88,Germany
132164.26,France
103583.05,Germany
142406.43,Germany
99842.5,Spain
0.0,France
0.0,France
81042.42,France
0.0,France
0.0,France
199689.49,France
142645.43,France
0.0,Spain
110219.14,Germany
0.0,Spain
0.0,France
0.0,Spain
142072.02,France
0.0,France
149564.61,Germany
0.0,France
153366.13,Germany
76467.16,France
121508.28,France
0.0,Spain
73211.12,Spain
0.0,France
0.0,France
92674.94,Spain
96196.24,Spain
114391.62,Germany
80262.66,Germany
173331.52,Spain
147285.52,Spain
119785.47,Spain
140137.15,Spain
107467.56,Germany
98218.04,Germany
133607.75,Germany
0.0,France
95139.41,France
0.0,France
0.0,Spain
0.0,France
97331.19,Germany
139265.63,Germany
0.0,France
168094.01,Spain
131563.88,Germany
0.0,France
0.0,France
0.0,France
107363.29,Germany
94493.03,France
170214.23,Germany
139781.06,France
0.0,France
148610.41,Spain
170241.7,France
128306.83,France
0.0,France
0.0,France
175454.0,Germany
0.0,Spain
100885.93,France
93320.8,France
63176.44,Germany
139451.67,France
49113.75,France
123906.22,Germany
0.0,France
0.0,France
131441.51,Germany
0.0,France
136325.48,France
113150.44,Germany
0.0,Spain
0.0,France
102785.16,Germany
83264.28,Spain
72252.64,Germany
148051.52,Germany
138489.66,France
0.0,France
111589.33,France
122104.79,Germany
96106.83,Germany
115930.87,Germany
124513.66,Germany
0.0,France
0.0,Spain
0.0,France
100988.39,Spain
118577.24,France
0.0,Spain
0.0,France
0.0,France
0.0,Spain
0.0,Spain
113311.11,France
0.0,France
0.0,France
124365.42,Germany
147249.29,France
103688.19,France
138740.24,France
111900.14,Spain
152760.24,Spain
143966.3,Germany
141556.96,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
0.0,France
162560.32,France
123229.46,Germany
76665.71,Spain
140278.99,France
0.0,France
115764.32,France
131142.53,Germany
68375.27,France
117833.3,Germany
0.0,Spain
0.0,France
0.0,France
111093.01,Spain
132657.55,Spain
128882.49,France
69129.59,Germany
0.0,France
121404.64,France
131355.3,Spain
102097.33,France
154863.15,France
99945.93,Spain
121704.32,Germany
0.0,Spain
138782.76,Germany
0.0,France
136291.71,France
107856.57,Germany
108348.66,Germany
93871.95,France
0.0,Spain
125860.2,Germany
172713.44,France
0.0,France
0.0,Spain
130786.92,France
112367.34,France
91091.06,Spain
106198.5,France
142669.93,France
112833.35,France
0.0,France
0.0,Spain
104336.43,Germany
104305.74,France
140187.1,Germany
0.0,France
114959.12,France
164704.38,France
119096.55,France
0.0,France
0.0,France
0.0,Spain
115465.28,France
0.0,France
184926.61,Spain
85957.88,Germany
114084.6,France
166930.76,Spain
0.0,France
0.0,France
107193.82,France
116275.12,France
0.0,Spain
91068.56,France
123049.21,Germany
0.0,France
0.0,France
137781.65,France
108128.96,Germany
105317.73,Spain
80569.73,France
174852.89,France
89158.94,Spain
0.0,France
89800.14,France
101207.75,Germany
106086.42,France
0.0,France
0.0,France
101440.36,Spain
0.0,France
106603.74,France
130420.2,Germany
0.0,France
45022.23,Spain
74298.43,Germany
133003.03,Germany
0.0,Spain
136689.66,Spain
0.0,France
0.0,France
102520.37,France
0.0,France
0.0,France
88382.01,Spain
115049.15,France
104796.54,France
123082.08,France
0.0,Spain
0.0,France
0.0,France
88311.48,Germany
0.0,France
71872.19,France
110046.93,Spain
104430.08,France
0.0,France
138653.51,Germany
102575.04,France
137780.74,France
0.0,Spain
0.0,France
105209.54,France
109570.21,Germany
118715.86,Germany
0.0,France
153393.18,Germany
132603.36,Germany
0.0,Spain
129398.01,Germany
0.0,Spain
151352.74,France
136836.49,France
91592.06,France
0.0,France
0.0,France
0.0,France
165536.28,France
62482.95,Germany
68155.59,France
55853.33,Spain
0.0,France
79589.43,France
100880.76,Spain
174330.35,Germany
143390.51,France
91415.76,Germany
134366.42,Germany
0.0,France
88786.81,Spain
96814.46,Germany
160680.41,Germany
0.0,France
0.0,France
145537.21,Germany
0.0,France
0.0,France
119370.11,Spain
0.0,Spain
134381.52,Germany
114888.74,Germany
149332.48,Germany
105061.74,France
0.0,France
0.0,France
0.0,France
155062.8,France
88798.34,Spain
0.0,France
143139.87,Germany
0.0,Spain
107027.52,Germany
140720.93,France
80964.57,France
178585.46,France
135889.13,Spain
134919.85,France
115130.34,Germany
138190.13,Spain
131519.49,Germany
0.0,Spain
126935.98,Germany
133707.09,France
97893.2,France
127900.03,France
143835.47,France
0.0,France
0.0,France
0.0,France
129596.77,France
0.0,Spain
110407.44,Germany
0.0,France
142015.76,Germany
81370.07,Spain
69329.47,Germany
116755.5,France
83870.33,Spain
130694.89,France
117451.47,Spain
206868.78,Germany
111695.62,France
137285.26,France
149218.39,France
0.0,France
0.0,Spain
130701.29,Germany
0.0,Spain
167949.48,France
131254.81,France
0.0,France
0.0,Spain
86656.13,Spain
114737.26,Germany
0.0,France
0.0,France
119817.33,Germany
130806.99,France
0.0,France
0.0,Spain
80931.75,Germany
0.0,France
132178.67,Germany
0.0,France
0.0,Spain
164769.02,France
107233.85,Germany
176227.07,France
109949.39,France
0.0,France
117738.81,France
133292.45,Spain
160474.59,France
0.0,France
154393.43,Germany
110827.49,Germany
145750.45,Germany
109044.3,Spain
75170.54,France
0.0,France
105795.9,France
0.0,France
0.0,Spain
0.0,France
118097.87,France
172693.54,Germany
129440.3,France
0.0,Spain
96471.2,France
0.0,France
140197.18,Spain
0.0,France
135946.26,France
0.0,France
81290.02,Germany
0.0,France
113715.36,Germany
168883.08,Spain
143421.74,Germany
153644.39,France
109330.06,Spain
115095.88,Germany
0.0,France
183276.32,Spain
68193.72,France
0.0,France
139729.54,Germany
98365.33,Spain
0.0,France
122453.97,Germany
132174.41,Germany
0.0,Spain
0.0,France
104349.45,Spain
138881.04,Germany
116968.91,Germany
105346.03,Germany
136623.19,France
0.0,France
0.0,France
0.0,France
124445.52,France
68999.66,France
85768.42,Spain
0.0,France
100628.0,Spain
0.0,Spain
0.0,Spain
0.0,France
0.0,Spain
125647.36,France
100375.39,Germany
0.0,France
171922.72,France
146810.99,Germany
109032.23,Germany
0.0,France
0.0,Spain
128653.59,France
80387.81,France
0.0,France
108508.82,Germany
155978.17,France
0.0,France
121175.56,Germany
89349.47,France
86131.71,Spain
102346.86,France
121263.62,Germany
0.0,France
0.0,Spain
0.0,France
149726.08,Germany
0.0,France
161274.05,France
0.0,France
103138.17,Spain
109628.44,Germany
0.0,France
97286.16,Germany
118004.26,France
85534.83,Spain
0.0,France
95140.44,Spain
0.0,France
0.0,France
75900.84,Germany
126619.27,France
111833.47,France
0.0,Spain
238387.56,France
108698.96,France
112687.69,France
81556.89,Germany
136596.85,France
98807.45,Germany
0.0,France
0.0,France
107499.7,France
0.0,Spain
0.0,France
0.0,France
176024.05,France
0.0,France
127631.62,Germany
0.0,Spain
109819.16,Germany
138734.94,Spain
111363.1,Germany
0.0,France
143988.0,Germany
118838.75,France
161637.75,Spain
133793.89,France
71553.83,Germany
0.0,France
0.0,France
0.0,France
64667.95,France
121164.11,France
0.0,Spain
98903.06,Spain
104158.84,France
0.0,France
139529.93,Spain
0.0,France
64646.7,France
0.0,France
0.0,France
118894.22,France
0.0,France
0.0,France
68213.99,France
0.0,Spain
139196.0,Spain
0.0,France
126345.55,Germany
0.0,Spain
0.0,France
0.0,France
0.0,France
129278.43,France
119558.35,France
92467.58,Germany
0.0,France
0.0,Spain
0.0,Spain
99340.83,Spain
0.0,Spain
126833.79,Spain
109676.52,Germany
0.0,France
134729.99,Germany
98431.37,France
130368.31,Germany
123974.96,France
138082.16,France
129855.32,France
132308.22,France
155447.65,Germany
124268.64,Spain
176311.36,Germany
99886.42,France
0.0,France
0.0,France
85089.3,Germany
134318.21,Germany
75395.53,Germany
116765.7,Germany
0.0,Spain
111501.66,France
76595.08,Germany
160541.36,France
129728.6,Germany
0.0,France
130929.02,Spain
116800.25,Germany
101016.53,Germany
0.0,France
190566.65,France
0.0,Spain
97067.69,Germany
92208.54,France
186347.97,France
103176.62,Spain
0.0,France
77270.08,Germany
111911.63,Germany
94216.05,Germany
0.0,Spain
0.0,Spain
106770.82,France
138089.97,Germany
133191.19,Germany
0.0,France
74135.85,France
99208.46,Spain
92242.34,Germany
108380.72,Germany
91893.32,Spain
85757.93,France
0.0,France
96759.42,Germany
0.0,France
0.0,France
0.0,France
0.0,France
132150.26,France
0.0,France
175443.75,France
78990.15,France
113743.37,France
157624.84,France
125163.62,France
0.0,France
0.0,France
80922.75,Spain
193354.86,France
107648.94,Germany
131769.04,Germany
138992.48,Germany
113899.92,France
114450.32,Germany
0.0,France
0.0,France
63609.92,Spain
0.0,France
75497.51,France
0.0,France
0.0,France
0.0,France
117704.73,France
130463.55,Germany
46161.18,Spain
0.0,Spain
110182.54,Germany
0.0,Spain
117221.15,France
0.0,France
79120.27,Germany
177069.24,France
61636.97,France
0.0,France
104414.03,Germany
159732.02,France
89437.03,Germany
0.0,France
0.0,France
0.0,France
142400.77,France
88011.4,France
0.0,France
154870.28,Germany
0.0,Spain
0.0,Spain
118402.25,Germany
87374.88,France
105397.8,Germany
125341.69,Spain
129164.88,Germany
141004.46,France
0.0,France
89079.41,France
103604.31,Germany
182705.05,France
0.0,France
94598.48,France
188241.05,Spain
0.0,France
0.0,France
117469.91,Germany
80790.74,Spain
107735.93,France
133379.41,Germany
168066.87,Spain
69014.49,Germany
0.0,France
98548.62,Germany
0.0,France
76554.06,Spain
0.0,France
107375.82,France
122417.17,France
0.0,France
97188.62,Spain
61297.05,France
112666.67,Spain
0.0,Spain
157842.07,France
91443.75,France
110148.49,Germany
53299.96,Spain
0.0,Spain
0.0,Spain
70233.74,Germany
0.0,France
75212.28,Spain
41299.03,France
83286.56,Spain
0.0,Spain
0.0,France
85668.59,Germany
57327.04,France
0.0,Spain
69609.85,France
129269.27,Germany
0.0,France
165350.61,France
152105.57,France
0.0,France
106290.64,France
100548.67,Germany
106344.95,Germany
137482.19,France
116465.53,France
0.0,France
0.0,Spain
127637.92,France
0.0,France
0.0,France
81951.74,France
147531.82,France
0.0,Spain
135120.72,France
0.0,Spain
0.0,Spain
0.0,France
0.0,Spain
0.0,France
28082.95,Spain
0.0,France
111087.5,Spain
0.0,France
127120.07,France
115651.6,France
77743.01,Germany
0.0,France
71996.09,France
61581.97,France
0.0,France
0.0,Spain
87873.39,France
105617.73,Germany
0.0,France
148770.61,Germany
94901.09,Spain
174851.9,France
0.0,France
120847.11,Germany
0.0,France
0.0,France
103267.8,Spain
109699.08,Spain
135133.39,France
0.0,Spain
137649.47,France
113567.94,Spain
0.0,Spain
141547.26,Germany
62055.17,France
131156.76,Germany
134837.58,France
0.0,France
104784.23,Spain
0.0,Spain
156948.41,France
147751.75,France
124619.33,France
124182.21,France
142028.36,France
0.0,France
125837.86,Germany
117160.32,Germany
0.0,Spain
97565.74,France
0.0,Spain
104833.79,Spain
101675.22,Spain
0.0,Spain
0.0,France
174701.05,France
71142.77,Germany
108805.42,Germany
0.0,France
0.0,France
116037.76,France
0.0,France
80673.96,France
124640.51,Germany
182275.23,Germany
98635.77,Germany
0.0,France
0.0,France
79757.21,Spain
53053.76,Germany
120911.75,France
115285.85,France
0.0,France
221532.8,Spain
105056.13,France
88363.03,France
123757.52,France
123959.97,Spain
114822.64,Germany
145219.3,Germany
106807.64,Germany
148159.71,France
99745.95,Germany
156282.79,Germany
0.0,France
0.0,France
0.0,France
0.0,Spain
121376.15,France
111582.11,France
129417.82,Germany
0.0,France
0.0,France
0.0,France
94607.08,Germany
131368.3,France
166883.07,France
0.0,Spain
172812.72,Germany
126606.63,Germany
134950.19,France
96956.1,France
107601.79,Germany
92060.06,Germany
0.0,France
0.0,France
137688.71,France
85845.43,Spain
125552.96,Germany
167298.42,France
55732.92,Spain
110689.07,Germany
98544.11,Spain
178317.6,Germany
115713.84,France
143267.14,France
89750.21,Spain
116576.45,Spain
143001.5,Germany
157761.56,France
0.0,France
103430.11,Spain
0.0,Spain
0.0,Spain
115115.38,Germany
122501.28,Germany
0.0,Spain
0.0,France
146758.24,France
0.0,France
0.0,France
110738.89,France
94203.8,France
105792.49,France
153198.23,France
0.0,France
61811.23,France
101116.06,France
74458.25,Germany
142871.27,Germany
98585.94,Germany
0.0,France
0.0,France
80764.03,France
